year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage
2019,470000,9000,1,2,2,1,21.63
2016,1950000,48000,2,2,2,1,9.0
2015,875000,72000,2,2,2,1,17.01
2017,850000,35000,2,1,1,3,22.0
2017,1050000,90000,2,1,1,1,15.4
2016,631000,92385,2,1,1,1,15.96
2015,165000,25000,1,1,1,1,25.4
2016,725000,120000,2,1,1,1,22.54
2018,500000,120000,1,1,1,1,18.9
2016,350000,120000,2,1,1,3,23.2
2018,308000,15000,1,1,1,1,24.7
2019,570000,13000,1,1,1,1,18.9
2017,1800000,45000,2,1,1,1,16.3
2018,680000,28000,1,1,2,1,21.21
2017,700000,70000,2,1,1,1,28.4
2015,434999,50000,1,1,1,2,20.4
2015,1050000,120000,2,1,1,1,12.99
2018,2900000,46000,2,1,1,1,14.24
2015,1100000,137000,2,1,1,1,12.99
2017,285000,25000,1,1,1,2,24.7
2018,650000,50000,2,1,1,1,24.0
2015,300000,20000,1,1,1,1,23.95
2016,940000,50000,2,1,1,1,24.52
2015,600000,120000,2,1,1,2,26.21
2017,800000,70000,2,1,1,1,27.39
2017,580000,90000,2,1,1,2,22.71
2018,450000,75000,1,1,1,1,20.3
2019,960000,20000,2,1,1,1,24.0
2017,400000,52000,1,1,1,1,21.63
2017,700000,90000,2,1,1,1,24.3
2015,503000,110000,2,1,1,1,14.1
2017,775000,32000,2,2,1,1,24.3
2018,750000,5000,2,1,1,1,24.3
2018,570000,25000,1,1,1,1,18.6
2016,484999,30000,1,1,1,1,18.7
2017,700000,43000,1,2,1,1,15.4
2016,675000,52000,2,1,1,1,23.65
2015,680000,50000,1,1,1,1,15.85
2018,1700000,15000,2,1,1,1,15.1
2015,1200000,50000,2,1,2,2,16.0
2018,640000,82000,2,1,1,1,25.83
2018,580000,120000,2,1,1,1,23.4
2019,660000,10000,1,1,2,1,21.4
2019,509999,10000,1,1,1,1,21.21
2018,375000,11500,1,1,1,1,23.95
2019,950000,15000,2,1,1,1,22.1
2015,615000,32000,2,1,1,1,26.59
2020,7200000,5000,2,1,2,1,13.38
2017,400000,10000,1,1,1,1,15.37
2019,930000,15000,2,1,1,1,25.1
2016,1670000,25000,2,1,1,2,13.68
2018,409999,35000,1,1,1,2,23.84
2019,980000,50000,2,1,1,1,24.3
2019,750000,3100,1,1,2,1,18.2
2015,450000,20000,1,1,1,1,19.1
2015,486000,10000,1,1,1,1,18.9
2018,580000,25000,1,1,1,1,18.9
2016,710000,60000,2,1,1,1,18.06
2020,654000,1000,1,1,2,1,21.21
2019,835000,10000,1,1,2,1,14.84
2019,600000,18000,1,1,1,1,21.21
2016,459999,60000,1,1,1,1,20.85
2018,275000,20000,1,1,1,1,23.01
2017,408000,60000,1,1,1,1,18.16
2018,1200000,25000,2,1,1,1,15.1
2015,600000,100000,1,1,1,1,18.6
2017,640000,90000,2,1,1,1,16.5
2017,1110000,186000,2,1,1,1,19.67
2016,240000,59300,1,1,1,1,25.17
2015,350000,60000,2,1,1,1,22.95
2019,550000,11500,1,1,1,1,21.21
2016,425000,68000,2,1,1,1,27.3
2019,409999,25000,1,1,1,1,23.84
2018,438999,25000,1,1,1,1,23.84
2017,580000,95000,2,1,1,1,15.96
2019,310000,25000,1,1,1,1,25.17
2017,570000,20000,1,1,1,1,18.9
2016,875000,40000,2,1,1,1,22.54
2017,700000,30000,1,1,1,1,18.6
2017,700000,30000,1,1,1,1,18.6
2019,550000,28000,1,1,2,1,18.9
2019,420000,20000,1,1,1,2,20.3
2018,700000,60000,2,1,1,1,28.4
2016,425000,120000,2,1,1,3,26.59
2017,625000,23511,1,1,1,1,18.6
2017,640000,22512,1,1,1,1,18.6
2017,1000000,15000,1,1,2,1,17.01
2016,350000,16500,1,1,1,1,20.63
2018,740000,50000,2,1,1,1,28.4
2018,300000,19000,1,1,1,1,22.5
2017,550000,50000,2,1,1,1,21.66
2017,710000,70000,2,1,1,1,15.96
2017,700000,70000,2,1,1,1,15.96
2016,550000,120000,2,1,1,1,15.96
2015,600000,60000,2,1,1,1,13.93
2015,475000,128000,2,1,1,3,15.96
2019,650000,5000,1,1,1,1,20.0
2018,911999,25000,2,1,2,1,24.3
2018,650000,15000,1,1,1,1,21.21
2016,190000,80000,1,1,1,2,16.8
2019,1200000,40000,2,1,1,1,22.0
2015,850000,108000,2,1,1,1,19.67
2016,1350000,70000,2,1,1,1,16.0
2017,455000,60000,2,1,1,1,28.4
2015,320000,60000,1,1,1,1,20.51
2019,693000,4000,1,1,1,1,18.6
2017,830000,35000,2,1,1,1,24.3
2016,470000,13500,1,1,1,1,18.9
2017,1100000,26000,1,1,2,1,18.0
2016,325000,50000,2,1,1,1,23.0
2018,560000,25000,1,1,1,1,22.0
2017,400000,30000,1,1,2,2,23.1
2017,2625000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2017,725000,45000,2,1,1,1,23.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2015,449000,34156,1,2,1,1,16.47
2017,455000,34152,1,2,1,1,18.9
2015,1750000,37000,2,2,2,1,18.25
2017,1390000,98000,2,2,2,1,11.36
2019,1150000,31000,1,2,1,1,15.8
2016,950000,38600,2,2,1,1,19.67
2018,698000,27654,2,2,2,1,28.4
2017,975000,48698,2,2,1,1,19.67
2018,445000,32995,1,2,2,1,20.52
2018,539000,60000,2,1,1,1,22.95
2015,550000,130000,2,1,1,2,20.45
2015,550000,40000,2,1,1,3,28.09
2017,500000,26000,1,1,2,1,19.34
2017,360000,29000,1,1,1,1,18.15
2016,765000,100000,2,1,1,2,24.3
2016,919999,90150,2,1,1,1,24.3
2018,730000,90000,2,1,1,1,23.59
2016,320000,120000,2,1,1,1,22.95
2015,455000,90000,2,1,1,2,25.8
2015,350000,50000,1,1,1,1,20.63
2016,509999,110000,2,1,1,1,18.49
2015,500000,100000,2,1,1,1,26.0
2016,562000,25339,1,1,1,1,21.4
2017,484999,35000,2,1,1,1,20.65
2015,571000,68000,2,1,1,2,20.77
2015,295000,120000,2,1,1,2,19.09
2015,610000,40000,2,1,1,2,15.96
2016,651000,42323,2,2,1,1,21.19
2016,690000,32000,2,2,1,1,25.1
2017,589000,41232,2,2,1,1,26.59
2015,445000,40200,2,2,1,1,21.0
2016,445000,63000,2,2,1,1,15.3
2015,445000,62000,2,2,1,1,21.0
2018,611000,9000,1,2,1,1,19.1
2016,819999,39000,2,2,1,1,19.67
2016,825000,39000,2,2,1,1,21.38
2015,599000,92651,2,2,1,1,21.7
2018,490000,28000,1,2,1,1,16.1
2020,500000,40000,1,1,1,1,17.57
2020,500000,40000,1,1,1,1,17.57
2017,1100000,88754,2,2,1,1,16.0
2019,675000,7000,1,1,1,1,19.4
2018,1350000,40000,2,1,1,1,16.0
2018,570000,20000,1,1,1,1,18.9
2017,455000,50000,2,1,1,1,24.0
2016,925000,22000,1,1,1,1,17.8
2016,470000,23700,1,1,1,1,20.4
2016,470000,23700,1,1,1,1,20.4
2017,650000,60000,2,1,1,1,28.09
2017,900000,50000,2,1,1,1,20.37
2017,715000,60000,2,1,1,1,21.19
2017,450000,50000,2,1,1,1,22.95
2015,200000,40000,2,1,1,1,25.44
2016,725000,110000,2,1,1,1,24.52
2016,1151000,69500,2,1,1,2,12.99
2016,380000,80000,1,1,1,1,19.81
2019,630000,5000,1,1,1,1,18.6
2017,850000,50000,2,1,1,1,17.6
2016,950000,80000,2,1,1,1,12.99
2015,430000,110000,2,1,1,2,18.49
2016,2100000,80000,2,1,2,1,10.91
2018,540000,30000,2,1,1,1,24.0
2018,1150000,44000,2,1,2,1,17.01
2020,350000,5000,1,1,1,1,22.05
2019,690000,18000,1,1,1,1,18.6
2015,535000,80000,2,1,1,1,22.54
2016,730000,100000,2,1,1,1,24.3
2016,280000,19000,1,1,1,1,21.1
2019,650000,33000,1,1,2,1,21.21
2020,360000,65000,1,1,1,2,20.14
2017,575000,40000,2,1,1,1,21.66
2017,711000,53000,2,1,1,1,24.3
2017,675000,35000,2,1,1,1,26.59
2016,325000,50000,1,1,1,1,20.51
2016,250000,20000,1,1,1,1,22.74
2019,740000,38000,2,1,2,1,28.4
2019,690000,1303,1,2,1,1,17.8
2018,3975000,31800,2,2,2,1,17.01
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2017,4100000,17000,1,1,2,1,9.5
2019,4500000,21000,2,2,2,1,12.83
2018,3790000,29500,2,2,2,1,22.48
2017,1750000,73000,1,2,2,1,12.0
2018,1864999,50000,1,2,2,1,14.67
2017,800000,28050,2,2,1,1,28.09
2017,1825000,58000,1,2,2,1,12.0
2017,1295000,58000,2,2,2,1,17.6
2016,4090000,70000,2,2,2,1,12.0
2015,910000,40000,2,2,2,1,17.6
2018,3400000,22000,2,2,2,1,18.0
2015,535000,40000,2,2,1,1,26.21
2016,500000,22947,1,1,1,1,20.4
2016,270000,7672,1,1,1,1,21.1
2016,210000,60000,1,1,1,1,16.8
2015,775000,45000,2,1,2,1,18.49
2017,670000,48000,2,1,1,1,22.54
2018,780000,35000,2,1,1,1,22.54
2017,515000,23000,1,1,1,1,21.4
2017,800000,14000,2,1,1,1,22.54
2017,800000,14000,2,1,1,1,22.54
2016,800000,80000,1,1,2,2,17.01
2017,800000,44500,2,1,1,1,25.1
2015,600000,60000,2,1,1,3,26.21
2016,500000,80000,2,1,1,2,25.8
2019,750000,9900,1,1,1,1,11.96
2016,950000,60000,2,1,1,1,21.9
2015,580000,110000,2,1,1,2,13.58
2019,640000,10000,1,1,1,1,18.9
2016,300000,35000,1,1,1,1,21.1
2017,493000,40000,1,1,1,1,20.3
2017,300000,20000,1,1,1,1,22.5
2017,450000,40000,1,1,2,1,24.04
2019,1225000,6544,2,1,1,1,20.0
2015,1000000,50000,2,1,1,1,12.99
2016,600000,10000,1,1,1,1,18.6
2018,1100000,50000,2,1,1,1,15.1
2015,360000,30000,1,1,1,2,18.9
2016,350000,49600,2,1,1,2,25.32
2016,500000,198000,2,1,1,1,18.2
2019,685000,19000,1,1,2,1,21.4
2017,525000,10000,1,1,1,1,18.9
2017,765000,40000,1,1,1,1,17.5
2017,940000,120000,2,1,1,1,24.52
2017,670000,70000,2,1,1,1,25.83
2018,450000,35000,1,1,1,1,20.3
2019,600000,5000,1,1,1,1,20.0
2016,610000,110000,2,1,1,1,24.3
2017,690000,20000,1,1,1,1,18.6
2018,790000,15000,1,1,1,1,17.0
2016,500000,41000,1,1,1,1,18.7
2017,270000,31100,1,2,1,1,22.7
2018,1000000,30000,2,1,2,1,22.0
2017,2600000,44000,2,2,2,1,22.69
2017,1850000,18890,2,2,2,1,11.36
2019,625000,4337,1,2,2,1,18.9
2018,560000,14495,1,2,1,1,18.78
2018,1475000,24000,2,2,1,1,15.1
2016,1475000,100000,2,2,1,1,13.68
2017,750000,48406,2,2,1,1,19.87
2016,570000,56239,2,2,1,1,22.54
2015,585000,33243,1,2,1,1,21.4
2016,600000,26000,1,2,2,1,19.0
2016,530000,120000,1,1,1,2,17.19
2016,540000,38000,1,1,1,1,18.6
2015,200000,50000,1,1,1,1,18.6
2017,425000,42000,1,1,1,1,23.84
2016,400000,30000,1,1,1,1,18.2
2017,310000,15000,1,1,1,1,24.7
2018,900000,35000,2,1,1,1,21.04
2015,400000,50000,1,1,1,1,20.4
2015,650000,110000,2,1,1,1,24.5
2015,480000,87847,2,2,1,1,28.4
2018,550000,5000,1,1,1,1,22.0
2017,380000,29000,1,1,2,1,20.51
2016,440000,20000,2,1,1,1,19.09
2018,630000,15000,1,1,1,1,21.21
2017,250000,40000,1,1,1,1,25.17
2016,550000,45000,1,1,1,1,21.4
2016,950000,60000,2,1,1,3,15.4
2019,1630000,25000,2,1,1,1,17.0
2015,501000,80000,2,1,1,2,25.01
2016,300000,25000,1,1,1,1,22.74
2015,300000,50000,1,1,1,3,20.51
2015,416000,40000,1,1,2,1,17.01
2018,260000,30000,1,1,1,1,16.8
2016,550000,15000,1,1,1,1,18.2
2017,400000,10000,1,1,2,1,23.95
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2017,735000,70000,2,1,1,1,27.39
2017,550000,120000,1,1,1,1,17.57
2015,310000,18000,1,1,1,1,22.74
2018,775000,80000,2,1,1,1,22.95
2015,430000,97000,2,1,1,2,25.8
2019,580000,35000,1,1,1,1,17.5
2017,550000,20000,1,1,1,1,18.9
2018,1035000,15000,2,1,1,1,25.5
2015,625000,90000,2,1,1,1,26.21
2017,813000,110000,2,1,1,1,24.3
2016,1575000,55000,2,1,2,1,11.36
2015,650000,100000,2,1,1,1,20.77
2015,459999,32000,2,1,1,2,25.83
2016,565000,70000,2,1,1,2,25.2
2018,900000,19000,2,1,1,1,23.0
2015,600000,40000,2,1,1,1,22.54
2015,1100000,52269,2,1,1,1,15.4
2017,570000,15780,1,1,1,1,17.8
2015,580000,74000,2,1,1,2,21.19
2018,875000,35000,2,1,1,2,25.47
2015,700000,60000,2,1,1,1,26.21
2016,388000,50000,1,1,1,2,18.16
2017,550000,10000,1,1,1,1,20.3
2018,310000,10000,1,1,1,1,24.7
2018,1000000,35000,2,1,1,1,15.4
2018,350000,40000,1,1,1,1,25.17
2019,625000,12500,1,1,1,1,18.6
2015,210000,210000,1,1,1,2,25.17
2018,700000,100000,2,1,1,2,28.4
2016,700000,103000,2,1,1,1,16.5
2015,415000,45000,1,1,2,1,15.5
2015,450000,45000,1,1,2,1,15.5
2017,265000,100000,1,1,1,1,21.1
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2015,400000,100000,2,1,1,1,23.0
2018,850000,15000,2,1,1,2,16.55
2018,620000,15000,1,1,2,1,20.89
2018,700000,10000,1,1,1,2,21.4
2017,660000,80000,2,1,1,1,16.5
2015,1700000,39000,2,1,1,1,13.5
2015,1050000,28000,2,1,1,2,15.1
2016,360000,100000,2,1,1,1,20.5
2018,1200000,27000,1,1,1,1,15.8
2018,740000,9000,1,1,2,1,21.4
2019,570000,19000,1,1,2,2,20.89
2019,490000,10000,1,1,1,1,20.52
2017,430000,20000,1,1,2,1,20.51
2018,850000,15000,2,1,1,2,16.55
2018,620000,15000,1,1,2,1,20.89
2016,800000,70000,2,1,1,1,24.3
2018,700000,10000,1,1,1,2,21.4
2016,600000,47000,2,1,1,1,25.2
2017,660000,80000,2,1,1,1,16.5
2015,1700000,39000,2,1,1,1,13.5
2015,450000,53000,2,1,1,1,24.0
2016,350000,15000,1,1,1,1,23.84
2016,540000,20000,1,1,1,1,20.4
2017,754000,40000,2,1,1,1,28.4
2019,675000,2789,1,2,1,1,18.16
2018,700000,35278,2,2,1,1,23.8
2018,795000,2860,2,2,1,1,23.8
2018,450000,20000,1,1,1,1,18.15
2018,750000,40000,2,1,1,1,25.1
2020,450000,10000,1,1,1,1,19.02
2019,650000,10000,1,1,1,1,17.19
2018,1050000,10000,2,1,1,1,25.47
2019,1550000,28000,2,1,1,1,15.1
2017,620000,35000,2,1,1,1,24.29
2017,1511000,32000,2,1,1,1,16.3
2019,320000,10000,1,1,1,1,25.17
2019,1650000,25000,2,1,2,2,15.1
2016,320000,50000,1,1,1,1,23.95
2015,900000,100000,2,1,2,2,16.0
2018,310000,30000,1,1,1,1,24.7
2018,595000,28000,1,1,1,2,17.0
2017,800000,60000,2,1,1,1,23.65
2019,420000,10000,1,1,1,1,15.37
2016,525000,60000,1,1,2,1,16.9
2017,430000,10000,1,1,1,1,23.1
2017,630000,35000,1,1,1,1,21.4
2018,550000,23000,1,1,1,1,20.3
2019,630000,15000,2,1,1,2,28.4
2018,850000,20000,2,1,1,1,18.49
2016,500000,50000,1,1,1,1,18.9
2019,550000,40000,1,1,1,1,21.21
2017,300000,30000,1,1,1,1,23.01
2017,880000,46000,2,1,1,1,15.4
2015,720000,80000,2,1,1,1,15.4
2016,550000,90000,2,1,1,2,22.54
2015,720000,90000,2,1,1,1,15.4
2016,535000,70000,2,1,1,1,25.2
2015,320000,91000,2,1,1,3,24.4
2015,500000,90000,2,1,1,1,22.54
2019,220000,90000,1,1,1,1,23.01
2018,350000,50000,1,1,1,1,23.84
2016,530000,60000,2,1,1,1,18.49
2015,320000,90000,2,1,1,2,24.4
2017,800000,35000,2,1,1,1,15.96
2017,575000,50000,2,1,1,1,22.54
2015,950000,188000,2,1,1,1,16.0
2020,250999,30000,1,1,1,1,22.05
2016,670000,73000,2,1,1,1,15.4
2017,270000,50000,1,1,1,1,21.1
2018,630000,46000,2,1,1,1,28.4
2018,400000,50000,2,1,1,1,23.5
2018,764000,25000,1,1,1,1,20.73
2019,710000,30000,2,1,1,1,15.96
2018,1575000,30000,2,1,1,1,17.6
2018,1050000,13000,2,1,1,1,17.0
2019,1000000,15000,1,1,1,1,19.01
2017,650000,44000,2,2,1,1,23.65
2015,600000,63000,2,1,1,1,22.77
2016,509999,110000,2,1,1,1,18.49
2017,610000,14000,1,1,1,1,19.1
2017,310000,35000,1,1,1,1,24.7
2016,720000,35000,2,1,1,1,15.96
2016,550000,35000,2,1,1,1,24.4
2017,1150000,42000,2,1,1,2,16.0
2016,420000,30000,1,1,1,2,18.9
2017,810000,80000,1,1,1,1,20.73
2017,66000,70000,1,1,1,3,23.9
2015,369000,20000,1,1,1,2,20.51
2017,400000,35000,1,1,1,1,17.57
2017,300000,60000,1,1,1,1,25.17
2017,750000,27000,2,1,1,1,22.54
2016,650000,50000,2,1,1,1,26.59
2018,635000,40000,1,1,1,1,17.8
2020,1500000,50000,2,1,1,1,16.36
2019,700000,60000,2,1,1,1,22.54
2017,484999,26000,1,1,1,2,21.21
2019,550000,15000,1,1,2,1,18.9
2017,640000,35000,2,1,1,2,25.2
2016,330000,63000,2,1,1,3,24.0
2019,800000,25000,2,1,1,1,21.66
2016,360000,100000,2,1,1,2,25.32
2017,750000,40000,2,1,1,1,23.9
2017,570000,15000,1,1,1,2,18.6
2015,450000,25000,2,1,1,1,23.59
2016,270000,82000,1,1,1,3,18.5
2015,240000,80000,1,1,1,2,23.95
2018,1500000,40000,2,1,1,1,16.36
2017,600000,24500,2,2,1,1,25.8
2015,450000,85000,2,2,1,1,25.8
2016,275000,47000,1,2,1,1,21.1
2017,440000,57000,1,2,1,1,23.84
2018,825000,71500,2,2,1,1,22.54
2017,752000,28000,2,2,1,1,27.39
2016,650000,125000,2,2,1,2,21.14
2016,700000,80000,2,2,1,1,27.39
2016,1800000,30000,2,1,2,1,11.36
2018,550000,14200,1,1,1,1,18.16
2017,630000,30000,1,1,1,1,18.6
2015,480000,50000,1,1,1,1,18.6
2016,330000,30000,1,1,1,1,23.95
2017,500000,20000,1,1,1,1,11.96
2015,400000,35000,2,1,1,1,23.0
2016,530000,58000,2,1,1,1,27.39
2015,600000,40000,2,1,1,1,15.96
2017,780000,66000,2,1,1,2,24.52
2016,700000,110000,2,1,1,1,26.0
2017,735000,70000,2,1,1,1,16.5
2015,350000,90000,2,1,1,2,23.0
2017,300000,15151,1,1,1,2,21.1
2015,630000,60000,2,1,1,1,15.4
2019,567000,7000,1,1,2,1,18.9
2016,550000,60000,2,1,1,2,26.59
2016,300000,30000,1,1,1,1,25.17
2015,400000,128000,1,1,1,1,18.9
2017,699000,60000,2,1,1,1,28.4
2016,690000,80000,2,1,1,1,26.59
2017,350000,20000,1,1,1,1,21.1
2017,632000,150000,2,1,1,1,23.59
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2017,730000,37333,1,1,1,1,18.6
2016,509999,80000,2,1,1,2,23.59
2015,905000,110000,2,1,1,1,12.99
2015,300000,80000,1,1,1,2,18.5
2015,860000,90000,2,1,1,2,12.99
2019,860000,35000,2,1,2,1,24.3
2017,700000,82000,2,1,1,1,24.8
2016,320000,90000,1,1,1,1,18.5
2015,2000000,60000,2,1,2,1,12.55
2018,530000,20000,2,1,1,1,15.96
2017,750000,53000,2,1,1,1,28.09
2017,560000,21500,1,1,2,1,19.34
2017,450000,89000,2,1,1,1,27.28
2018,380000,25000,1,1,1,1,21.1
2019,1145000,20000,2,1,1,1,23.0
2017,540000,70000,2,1,1,1,22.95
2015,919999,140000,2,1,1,1,16.0
2017,340000,40300,1,1,1,1,23.84
2016,411000,25000,1,1,1,2,23.1
2015,575000,50000,1,1,2,1,19.0
2017,595000,30030,1,2,1,1,18.6
2017,525000,29029,1,2,1,1,19.1
2016,925000,48000,2,1,1,2,16.0
2016,750000,20000,1,1,1,1,17.5
2018,1150000,49000,2,1,2,1,22.0
2015,260000,35000,1,1,1,3,19.44
2016,265000,33003,1,1,1,1,15.7
2016,590000,16500,1,1,1,1,18.6
2018,749000,30000,2,1,1,1,21.5
2017,515000,60000,2,1,1,2,25.8
2016,450000,5800,1,1,1,2,20.51
2020,500000,40000,1,1,1,1,17.57
2015,200000,40000,2,1,1,1,25.44
2018,850000,90000,1,1,1,1,17.0
2016,335000,17000,1,1,1,1,21.1
2018,459999,5000,1,1,1,1,20.51
2017,710000,60000,2,1,1,1,24.3
2015,330000,140000,2,1,1,2,26.59
2017,1515000,15000,2,1,1,1,17.1
2018,750000,25000,1,1,1,1,17.0
2016,160000,50000,1,1,1,2,16.2
2016,215000,60000,2,1,1,2,25.44
2015,550000,25000,1,1,1,1,20.4
2016,550000,50000,2,1,1,1,25.2
2018,875000,25000,2,1,1,1,16.55
2016,650000,130000,2,1,1,1,17.45
2016,350000,20000,1,1,1,1,20.51
2017,700000,60000,2,1,1,1,22.77
2019,1460000,5000,2,1,1,1,17.3
2017,830000,35000,2,1,1,1,21.5
2018,430000,5000,1,1,1,2,20.63
2017,850000,60000,2,1,1,1,22.77
2017,650000,70000,1,1,1,1,20.85
2016,730000,65100,2,1,1,2,18.49
2019,525000,20000,1,1,2,1,20.89
2015,600000,108000,2,1,1,1,21.19
2019,500000,15000,1,1,1,1,21.21
2015,409999,18500,1,1,1,1,20.51
2016,625000,120000,2,1,1,1,18.49
2015,290000,15200,1,1,1,1,25.17
2015,500000,35000,1,1,1,1,17.3
2015,550000,60000,2,1,1,1,22.54
2015,550000,67000,2,1,1,1,21.2
2015,2000000,120000,2,1,1,1,13.0
2015,500000,96500,2,1,1,1,20.5
2017,340000,52412,1,2,1,1,18.9
2018,750000,17000,2,1,1,1,23.0
2015,425000,96500,2,1,1,1,20.5
2016,625000,50000,2,1,1,1,18.49
2018,459999,35000,1,1,1,1,17.57
2015,450000,120000,2,1,1,1,20.5
2019,650000,10000,1,1,2,1,21.21
2017,600000,15000,1,1,1,1,17.19
2016,300000,5000,1,1,1,1,22.74
2019,590000,10000,1,1,1,1,18.6
2016,310000,25000,1,1,1,1,21.1
2017,400000,53000,1,1,1,1,17.57
2019,1000000,22000,1,1,1,1,17.0
2015,509999,75000,2,1,1,2,25.8
2015,615000,72000,2,1,1,1,22.54
2017,650000,32331,2,1,1,2,22.54
2016,1100000,70000,2,1,1,1,19.67
2016,2100000,40000,1,1,2,1,10.75
2015,434999,90000,1,1,1,2,18.6
2015,450000,60000,1,1,1,1,18.6
2017,580000,30000,2,1,1,1,25.2
2016,900000,98000,2,1,1,1,19.67
2016,750000,50000,2,1,1,1,24.52
2017,525000,30000,1,1,1,1,18.9
2016,399000,40000,1,1,1,1,23.84
2017,430000,38000,1,1,1,2,23.84
2017,430000,35000,1,1,1,2,23.84
2017,500000,80000,2,1,1,2,23.08
2015,350000,110000,2,1,1,2,25.83
2019,900000,35000,2,1,1,1,23.0
2018,900000,30000,2,1,1,1,25.5
2016,850000,120000,2,1,2,1,19.08
2016,850000,120000,2,1,1,1,23.9
2018,630000,15000,1,1,1,1,21.21
2015,670000,60000,2,1,1,1,25.1
2015,375000,30000,1,1,1,1,19.1
2016,650000,35000,1,1,1,1,18.6
2016,500000,35000,2,1,1,1,26.59
2016,500000,35000,2,1,1,1,26.59
2017,1350000,25000,2,1,1,1,16.0
2018,600000,40000,2,1,1,1,21.66
2017,1200000,25000,2,1,1,1,19.67
2018,795000,41779,1,2,1,1,21.21
2016,625000,54000,1,2,1,1,18.7
2016,2900000,31000,2,2,2,1,13.0
2017,625000,37000,2,1,2,1,26.8
2018,1400000,13534,1,2,1,1,14.28
2017,1450000,7000,1,2,2,2,14.53
2017,2700000,23000,2,2,2,1,17.9
2017,550000,23456,1,2,1,1,18.9
2019,1925000,43000,2,2,2,1,11.36
2015,1225000,39000,2,2,1,1,16.0
2017,700000,15000,1,1,1,1,17.5
2020,1900000,5000,2,2,2,1,17.8
2017,844999,70000,2,2,1,1,28.09
2016,650000,99000,2,2,2,1,21.66
2018,750000,15000,1,2,1,1,22.0
2018,6000000,28156,2,2,2,1,17.09
2015,610000,30000,1,2,1,1,18.7
2016,425000,70000,2,1,1,2,25.32
2015,800000,90000,2,1,1,2,25.1
2018,509999,8000,1,1,2,2,20.51
2015,387000,170000,2,1,1,1,23.59
2016,1000000,100000,2,1,1,1,16.0
2018,860000,40000,1,1,2,1,18.2
2017,625000,15000,1,1,1,1,21.4
2016,280000,30000,1,1,1,2,22.74
2017,330000,50000,1,1,1,1,23.95
2015,1300000,40000,2,1,1,1,19.67
2018,480000,45000,1,1,1,2,23.84
2016,400000,35000,2,1,1,2,27.28
2017,620000,100000,2,1,1,1,16.5
2018,1405000,15000,1,1,1,1,15.8
2017,282000,15000,1,1,1,1,24.7
2017,700000,15000,1,1,2,1,21.21
2017,700000,70000,2,1,1,1,25.83
2015,600000,135000,2,1,1,1,22.77
2017,575000,19000,1,1,1,1,18.6
2017,875000,42000,1,1,1,1,15.29
2019,800000,10000,1,1,2,1,19.56
2015,900000,90000,1,1,1,1,15.29
2018,850000,50000,2,1,1,1,22.54
2018,1200000,27000,1,1,1,1,15.8
2017,400000,40000,1,1,1,1,23.84
2018,1000000,10000,1,1,1,1,17.0
2019,458000,30000,1,1,1,1,20.3
2018,950000,20000,2,1,1,1,23.0
2017,650000,21000,1,1,1,1,22.0
2015,400000,70000,1,1,2,2,18.9
2018,1500000,60000,2,1,1,1,15.1
2018,1500000,60000,2,1,1,1,15.1
